,postdate,source,headline,btc_label,ltc_label,eth_label
704,2017-04-11 05:09:51,coindesk.com,"ibm's latest blockchain partner is hejia, a chinese supply chain management company who recently conducted a supply chain trial ",0,1,1
705,2017-04-11 10:00:07,coindesk.com,the monax 'burrow' codebase has officially been accepted by hyperledger s technical steering committee for incubation ,0,1,1
706,2017-04-11 11:00:05,coindesk.com,"investor adam draper recounts the day the us government sold 30,000 bitcoins at auction   and his father won ",0,1,1
707,2017-04-11 12:00:06,coindesk.com,the discovery of a coding error has brought to light an issue that could put ethereum based tokens held at exchanges at risk of theft ,0,1,1
708,2017-04-11 13:00:05,coindesk.com,digital currency exchange bitfinex has filed suit against wells fargo after the banking giant restricted its ability to send funds worldwide ,0,1,1
709,2017-04-11 14:15:22,coindesk.com,russia s government is reportedly planning to recognize bitcoin as a type of financial instrument next year ,0,1,1
710,2017-04-11 15:30:08,coindesk.com,"conversations are still ongoing in china, where bitcoin exchanges are in talks with regulators over how to once again open withdrawals ",0,1,1
711,2017-04-11 16:32:31,coindesk.com,euroclear is planning to launch its blockchain based gold trading platform later this year  ,0,1,1
712,2017-04-11 18:20:19,coindesk.com,will the 'economic majority' prevail? the latest twist in bitcoin's scaling debate is a backlash movement against its mining community ,0,1,1
713,2017-04-11 19:40:50,coindesk.com,italian banking conglomerate banca intesa sanpaolo has tested a tool built on the bitcoin blockchain as part of a bid to validate trading data ,0,1,1
714,2017-04-11 22:02:04,coindesk.com,the ecb has once again shot down the idea that it might use distributed ledger tech as part of its market infrastructure in the near future ,0,1,1
715,2017-04-12 10:00:03,coindesk.com,a government organization in the uk is making millions in new grant money available to blockchain projects that meet its mission and mandate ,0,0,1
716,2017-04-12 11:00:56,coindesk.com,a consortium in the netherlands has published a roadmap that outlines how domestic companies are aiming to get up to speed on blockchain ,0,0,1
717,2017-04-12 12:30:11,coindesk.com,"after review, the uk central bank said today it will build the next version of its settlement system with distributed ledger tech in mind ",0,0,1
718,2017-04-12 12:59:37,coindesk.com,"moody's predicts that blockchain will disrupt the post trade side of the securities business, but perhaps not in the way you think ",0,0,1
719,2017-04-12 14:00:03,coindesk.com,"sweden has opened a route for unbanked startups to incorporate with bitcoin accounts, and boosted investments in iran at the same time ",0,0,1
720,2017-04-12 14:59:50,coindesk.com,"blockchain development startup blockstream has added a new executive, poaching a c level hire from one of china's 'big three' bitcoin exchanges ",0,0,1
721,2017-04-12 16:00:11,coindesk.com,india's government is taking steps to develop a digital currency strategy in the wake of earlier controversies this year ,0,0,1
722,2017-04-12 17:00:27,coindesk.com,new hampshire is weighing a bill to exempt bitcoin traders from money transmission laws   and state officials are speaking out against the measure ,0,0,1
723,2017-04-12 18:47:12,coindesk.com,"digital currency exchange bitifnex has withdrawn its lawsuit against us banking giant wells fargo, a week after it was first filed ",0,0,1
724,2017-04-12 20:34:30,coindesk.com,testing has begun on a blockchain based gold trading platform backed by the uk's royal mint ,0,0,1
725,2017-04-12 22:25:19,coindesk.com,mining firm bitmain has announced a new litecoin mining rig it says will ship in q2 2017 ,0,0,1
726,2017-04-13 10:00:13,coindesk.com,"investor services firm broadridge piloted what it called its ""first application of blockchain technology"" in a high profile test this week ",1,1,0
727,2017-04-13 11:00:19,coindesk.com,will activating segwit make litecoin a better investment? coindesk asks analysts and traders to weigh in on a pressing markets topic ,1,1,0
728,2017-04-13 12:30:20,coindesk.com,overstock looks back at its groundbreaking decision to accept bitcoin in 2014   a notable early boost for digital currency ,1,1,0
729,2017-04-13 13:30:34,coindesk.com,"while the use case for blockchain in enabling the internet of things holds much promise, more research and cooperation is required ",1,1,0
730,2017-04-13 14:35:31,coindesk.com,bitcoin's legal status in russia is again uncertain after a central bank official backed away from positive statements from its ministry of finance ,1,1,0
731,2017-04-13 14:59:31,coindesk.com,greg maxwell discusses his assertions about an alleged controversial mining technique and the way forward for bitcoin ,1,1,0
732,2017-04-13 16:15:14,coindesk.com,legislators in washington state have put the finishing touches on new rules for businesses that offer digital currency services ,1,1,0
733,2017-04-13 17:17:43,coindesk.com,"australia s central bank is involved with several initiatives focused on blockchain technology, public records show ",1,1,0
734,2017-04-13 18:47:50,coindesk.com,"ant financial, the payments affiliate of e commerce giant alibaba, is moving to expand the scope of its blockchain powered charity project ",1,1,0
735,2017-04-13 20:46:32,coindesk.com,"a startup tied to australian academic and businessman craig wright, who last year claimed to be the inventor of bitcoin, has been sold ",1,1,0
736,2017-04-14 10:00:08,coindesk.com,"two ohio prisoners conducted an identity fraud scheme using bitcoin and homemade computers, a new report reveals ",0,1,1
737,2017-04-14 11:00:06,coindesk.com,make your voice heard! coindesk research is launching a new survey aimed at assessing progress in major blockchain protocols in q1 2017 ,0,1,1
738,2017-04-14 12:00:37,coindesk.com,"how advances in blockchain tech are creating competitive pressures for financial market participants, and how to formulate a strategy to win ",0,1,1
739,2017-04-14 13:00:16,coindesk.com,"nearly three quarters of banks and asset managers see the consortium model as necessary for exploring distributed ledger tech, a survey reveals ",0,1,1
740,2017-04-14 14:28:14,coindesk.com,"a legislative proposal to study the use of blockchain technology for elections in maine has failed, public records show ",0,1,1
741,2017-04-14 15:33:38,coindesk.com,"truebit, an under the radar effort to supercharge ethereum smart contracts, is gaining momentum, with some dapps already planning an integration ",0,1,1
742,2017-04-14 16:31:20,coindesk.com,the development team behind the zcash project has released a new software update following the discovery of a denial of service vulnerability ,0,1,1
743,2017-04-14 21:32:00,coindesk.com,more than  4m worth of classic ether remains in a dao refund smart contract ,0,1,1
744,2017-04-15 10:08:31,coindesk.com,it's been a bumpy ride from the heights of a successful ico to allegations of an 'exit scam'  what's been going on at matchpool?,0,1,0
745,2017-04-15 15:01:33,coindesk.com,"the strict regulations that emerged following the financial crisis may have helped make bitcoin more attractive to investors, analysts say  ",0,1,0
746,2017-04-16 09:25:18,coindesk.com,a warning from history  what the south seas bubble of the 1700s can teach us about the current craze for icos ,1,0,0
747,2017-04-16 12:00:24,coindesk.com,why the ability of blockchain technologies to create many currencies could create a 'long tail' of new commerce opportunities ,1,0,0
748,2017-04-17 10:00:07,coindesk.com,coindesk's noelle acheson puts blockchain gold trading trials within the wider context of changes in the precious metals markets ,1,0,1
749,2017-04-17 11:00:09,coindesk.com,early venture capitalists were driven to break the regulatory mold to allow something new to flourish  ring a bell?,1,0,1
750,2017-04-17 12:00:05,coindesk.com,what does a 'crypto hedge fund' think of the ico market? its team provides perspective on what makes an attractive offering ,1,0,1
751,2017-04-17 12:59:46,coindesk.com,bitcoin startup bitwage is improving its payroll services for premium customers based in the european union ,1,0,1
752,2017-04-17 14:00:04,coindesk.com,top business schools are beginning to compete for blockchain talent amidst what professors say is a changing wall street job market ,1,0,1
753,2017-04-17 14:35:56,coindesk.com,derivatives giant cme group is looking to patent a way for bitcoin miners to hedge against the risks they face ,1,0,1
754,2017-04-17 16:50:10,coindesk.com,the team behind ethereum s most popular user client have released a new update that includes support for alternative consensus systems ,1,0,1
755,2017-04-17 19:30:09,coindesk.com,a group of local bitcoin and blockchain businesses has a message for india s government  hear us out ,1,0,1
756,2017-04-17 21:23:52,coindesk.com,blockchain startup chain has named a goldman sachs managing director as its new president ,1,0,1
757,2017-04-17 22:46:18,coindesk.com,"following bitfinex's announcement that it will refuse all deposits, fears have been brewing that bitcoin may encounter another mt  gox  ",1,0,1
758,2017-04-18 10:30:36,coindesk.com,10 ways blockchain could eliminate pain points for both travellers and travel companies ,1,0,0
759,2017-04-18 11:30:47,coindesk.com,one of japan's government ministries has developed a new methodology for evaluating blockchain projects ,1,0,0
760,2017-04-18 12:30:16,coindesk.com,'bitcoin milestones' continues with a look back at tnabc miami 2014   the conference where bruce fenton says the industry grew up ,1,0,0
761,2017-04-18 13:30:05,coindesk.com,the harvard researcher talks blockchain governance and her novel alternative to proof of work ,1,0,0
762,2017-04-18 14:00:09,coindesk.com,germany s top finance regulator has moved to shut down a payment processor tied to the onecoin cryptocurrency scheme ,1,0,0
763,2017-04-18 15:51:01,coindesk.com,"amidst a period of heightened tension in the bitcoin exchange space, kraken is boosting its fiat funding options ",1,0,0
764,2017-04-18 17:16:28,coindesk.com,the largest us based health insurer is looking to hire a new point person on blockchain development ,1,0,0
765,2017-04-18 19:26:11,coindesk.com,blockchain startup factom has finished raising just over  8m as part of an extended series a round ,1,0,0
766,2017-04-19 10:00:08,coindesk.com,"the us dollar is not the ""low hanging fruit"" for blockchain innovation, according to an executive at the federal reserve bank of boston  ",1,1,1
767,2017-04-19 11:00:25,coindesk.com,a bill that blocks gun use from being tracked using blockchain tech will soon be signed into law in arizona ,1,1,1
768,2017-04-19 12:00:46,coindesk.com,is land titling a ready made blockchain use case? coindesk profiles the pros and cons in discussion with industry experts ,1,1,1
769,2017-04-19 12:59:09,coindesk.com,a new service from crypto monitoring firm elliptic is aimed to help banks better scrutinize new bitcoin businesses ,1,1,1
770,2017-04-19 13:59:10,coindesk.com,a blockchain iot consortium is moving forward on standardizing the technology its participants use with the launch of a new api ,1,1,1
771,2017-04-19 14:30:02,coindesk.com,"a subsidiary of banking giant bnp paribas has revealed it is utilizing blockchain tech for a fund distribution platform currently in development 
",1,1,1
772,2017-04-19 16:50:45,coindesk.com,"chinese digital currency exchange okcoin has stopped accepting us dollar deposits, a move it attributed to banking issues ",1,1,1
773,2017-04-19 18:25:06,coindesk.com,a professor famed for spotting design issues in blockchains has issued new guidance to the technology's wider development community ,1,1,1
774,2017-04-19 19:25:06,coindesk.com,exchange operator nasdaq is looking to invest in blockchain startups as part of a new venture initiative ,1,1,1
775,2017-04-19 23:30:15,coindesk.com,the imf just held a meeting of an advisory group on fintech   one that featured heavy representation from blockchain industry execs ,1,1,1
776,2017-04-20 04:25:42,coindesk.com,bitcoin exchange and wallet startup coinbase has revealed a new ethereum messaging product currently in testing ,1,1,0
777,2017-04-20 10:00:12,coindesk.com,researchers have proposed a new process for keeping transactions confidential over public blockchains ,1,1,0
778,2017-04-20 11:00:11,coindesk.com,an ethereum based decentralized domain registrar is again moving towards launch following a holdup caused by critical bugs last month ,1,1,0
779,2017-04-20 12:00:08,coindesk.com,ether prices have been building strong support at  40  does this mark a new floor for the emerging cryptocurrency? ,1,1,0
780,2017-04-20 13:00:03,coindesk.com,litecoin is now playing a role in bitcoin's scaling debate  here's our easy overview of the developing situation and why it matters ,1,1,0
781,2017-04-20 14:30:09,coindesk.com,"the us government accountability office (gao) believes that the question of whether new blockchain regulations are needed remains an open one 
",1,1,0
782,2017-04-20 15:50:36,coindesk.com,malta s government is reportedly on the cusp of embracing blockchain through the adoption of a national strategy focused on the tech ,1,1,0
783,2017-04-20 17:52:00,coindesk.com,"digital currency exchange bitfinex can't send wire transfers abroad due to its ongoing banking issues, representatives said ",1,1,0
784,2017-04-20 19:04:11,coindesk.com,senators in new hampshire have passed a bill that would exempt digital currency traders from money transmission regulations ,1,1,0
785,2017-04-20 21:45:49,coindesk.com,the world's largest bitcoin exchange by usd volume has been trading nearly  100 above some of its exchange counterparts ,1,1,0
786,2017-04-21 04:26:25,coindesk.com,add cambodia's central bank to the list of major financial market managers investigating blockchain and distributed ledger tech ,0,1,1
787,2017-04-21 10:00:03,coindesk.com,the city of hirosaki is raising bitcoin donations to help preserve a historic cherry blossom park and its castle ,0,1,1
788,2017-04-21 11:00:49,coindesk.com,"as bitcoin descends into party politics, contributor nozomi hayase makes an appeal for the community to unite behind its original ideals ",0,1,1
789,2017-04-21 12:00:04,coindesk.com,"the first quarter of 2017 saw dramatic price gains for the top cryptocurrencies, as the total market added nearly  7bn in value ",0,1,1
790,2017-04-21 13:00:12,coindesk.com,"a hedge fund billionaire reportedly called bitcoin and ether the ""best investments"" of his storied career at an event on wednesday ",0,1,1
791,2017-04-21 14:30:57,coindesk.com,"a thriving bitcoin community emerged at mit after two students put together a  500,000 bitcoin distribution project  ",0,1,1
792,2017-04-21 15:05:50,coindesk.com,litecoin s scaling debate may be coming to an end ,0,1,1
793,2017-04-21 16:43:54,coindesk.com,"the european union s executive branch is establishing an ""observatory"" focused on blockchain as part of a wider pilot project ",0,1,1
794,2017-04-21 22:16:35,coindesk.com,a new startup is hoping to tap into the billion dollar online gambling industry by tapping the power of ethereum smart contracts ,0,1,1
795,2017-04-22 11:40:40,coindesk.com,a new paper provides a technique to link transactions from the privacy centric cryptocurrency  should users be worried?,1,1,1
796,2017-04-22 12:10:51,coindesk.com,who said bitcoin's volatility is bad? a new remittance service is showing how price differentials could power cheap money transfers ,1,1,1
797,2017-04-23 11:26:52,coindesk.com,a look at what's still to do for ethereum developers working on the metropolis upgrade   the platform's third of four planned stages ,0,0,1
798,2017-04-23 11:50:32,coindesk.com,"having difficulty marketing your decentralized startup? fear not, the past yields clues for how new disruptive tech can differentiate ",0,0,1
799,2017-04-24 10:00:10,coindesk.com,"digital currency payments in vehicles may not be far off, if the ideas in a new patent application from telecom giant at t  enter real world use 
",1,1,1
800,2017-04-24 11:00:09,coindesk.com,"a slowdown in big announcements may not mean blockchain consortia are doomed   on the contrary, the model may be evolving ",1,1,1
801,2017-04-24 12:00:08,coindesk.com,delaware's blockchain initiative has revealed big ambitions to attract new businesses from across the globe to the tiny us state ,1,1,1
802,2017-04-24 13:15:44,coindesk.com,sweden's land registry authority lantm teriet sits down with coindesk for an exclusive interview on its blockchain r d  efforts ,1,1,1
803,2017-04-24 14:00:14,coindesk.com,"the un is preparing to kick off an epic ethereum pilot, but the future could also include actually accepting cryptocurrencies ",1,1,1
804,2017-04-24 15:40:36,coindesk.com,bank of korea has published a new working paper that speculates on how a cryptocurrency economy would impact central banks ,1,1,1
805,2017-04-24 17:25:38,coindesk.com,"central banks could allow access around the clock if they used blockchains, a senior bank of japan official speculated last week ",1,1,1
806,2017-04-24 21:15:13,coindesk.com,a new software update   version 0 14 1   has been released by the bitcoin core open source development community ,1,1,1
807,2017-04-25 00:55:54,coindesk.com,ethereum prediction market project gnosis sparked broad debate today following an initial coin offering that didn't exactly go as planned ,1,0,1
808,2017-04-25 08:59:40,coindesk.com,swift has revealed new details of its banking focused blockchain proof of concept that already has a number of notable partners participating ,1,0,1
809,2017-04-25 10:30:43,coindesk.com,"at an mit event this weekend, blockchain experts spoke out on the state of the tech and the obstacles that lie in the path of mainstream adoption ",1,0,1
810,2017-04-25 12:00:54,coindesk.com,"vc backed p2p lending startup dianrong says it's on the verge of a blockchain integration across its ""entire platform"" ",1,0,1
811,2017-04-25 13:15:48,coindesk.com,china's jiangsu province has launched a new state owned entity aimed at providing blockchain market research ,1,0,1
812,2017-04-25 14:27:57,coindesk.com,"chinese internet conglomerate tencent is launching a new suite of blockchain services, detailing the plans in a new white paper ",1,0,1
813,2017-04-25 15:07:41,coindesk.com,"ether classic's price reached an all time high this week, amid robust transaction volume  we ask the experts why   ",1,0,1
814,2017-04-25 16:12:27,coindesk.com,a controversial solution to bitcoin's scaling debate has been updated by the pseudonymous developer who proposed it ,1,0,1
815,2017-04-25 17:00:21,coindesk.com,the sec has quietly begun the process of deciding whether to approve an exchange traded fund for the digital asset ether ,1,0,1
816,2017-04-25 17:30:13,coindesk.com,"the sec will review its decision to reject a bitcoin exchange traded fund proposed by investors cameron and tyler winklevoss 
",1,0,1
817,2017-04-25 19:30:23,coindesk.com,bitcoin startup purse is moving ahead with development on 'extension blocks' a proposal to help mitigate bitcoin's current bandwidth issues ,1,0,1
818,2017-04-25 20:55:07,coindesk.com,the uk s central bank is looking for partners for distributed ledger projects focused on data privacy ,1,0,1
819,2017-04-25 22:00:23,coindesk.com,litecoin prices hit a three year high today   a feat analysts credited to its progress on its technical roadmap ,1,0,1
820,2017-04-26 10:00:12,coindesk.com,"the proliferation of new technologies such as blockchain could increase risks in europe s financial system, according to a new report ",1,0,1
821,2017-04-26 10:59:47,coindesk.com,overstock subsidiary medici ventures has added the south american bitcoin payments startup to its stable of blockchain focused investments ,1,0,1
822,2017-04-26 12:30:18,coindesk.com,"segwit, a highly anticipated code change, is set to lock in on the public litecoin blockchain today  here's what you need to know ",1,0,1
823,2017-04-26 13:30:54,coindesk.com,"blockchain will likely increase personal data protections, but challenges lie ahead with the regulatory environment, says lawyer jacek czarnecki  ",1,0,1
824,2017-04-26 14:30:26,coindesk.com,digital currency group subsidiary grayscale investments is launching a new investment vehicle for the alternative digital asset ether classic ,1,0,1
825,2017-04-26 15:13:19,coindesk.com,"while the price of bitcoin is within striking distance of all time highs set in march, worries about the state of the network's infrastructure are ",1,0,1
826,2017-04-26 16:24:09,coindesk.com,senators in nevada have unanimously backed a proposal that would block local authorities from instituting taxes or fees on blockchain use ,1,0,1
827,2017-04-26 16:59:23,coindesk.com,"ten new partners have joined ripple's ""blockchain network,"" which focuses on cross border transactions and dlt standards  ",1,0,1
828,2017-04-26 17:45:16,coindesk.com,digital media streaming service spotify has acquired blockchain startup mediachain labs as part of an undisclosed deal ,1,0,1
829,2017-04-26 19:36:54,coindesk.com,the price of bitcoin hit an all time high on bitfinex amid increasing concerns about the state of the market and its infrastructure ,1,0,1
830,2017-04-26 21:20:22,coindesk.com,a former software engineer for digital currency startup coinbase has launched a new search engine for ethereum ,1,0,1
831,2017-04-26 22:49:26,coindesk.com,reports are emerging that authorities in india are undertaking a broad crackdown on onecoin ,1,0,1
832,2017-04-27 10:00:04,coindesk.com,a group of un agencies is seeking input on blockchain applications that could help with international assistance ,0,0,1
833,2017-04-27 11:00:35,coindesk.com,"bitcoin regulatory expert jerry brito recounts the tech's early days in washington, dc, and the work that went into its successful regulatory debut ",0,0,1
834,2017-04-27 12:00:04,coindesk.com,"orebits, in partnership with symbiont, has launched 'smart certificates' that can be traded and exchanged for unmined gold reserves  ",0,0,1
835,2017-04-27 13:00:20,coindesk.com,chain's new president tom jessop reveals his future plans for the well funded blockchain firm after spending his first week in the role ,0,0,1
836,2017-04-27 14:00:15,coindesk.com,"insurance consortium b3i is in the middle of a ""sprint"" to complete a smart contract to help more efficiently protect risky property ",0,0,1
837,2017-04-27 14:20:44,coindesk.com,"the price of ether, ethereum's native token, has hit a new all time high, exceeding  60 for the first time ever 
",0,0,1
838,2017-04-27 15:50:10,coindesk.com,members of japanese bank consortium focused on blockchain is set to test a virtual currency based funds transfer system ,0,0,1
839,2017-04-27 16:25:27,coindesk.com,"the price of bitcoin has hit a new all time high, according to the coindesk bitcoin price index (bpi) ",0,0,1
840,2017-04-27 17:00:22,coindesk.com,"bitcoin's latest controversy centers on a vulnerability found in mining chips, but the story only gets weirder from there ",0,0,1
841,2017-04-27 19:37:46,coindesk.com,"an arizona resident was arrested this week, with reports suggesting his cryptocurrency activities are now being scrutinized by local police ",0,0,1
842,2017-04-27 21:05:13,coindesk.com,jp morgan is out at the global banking consortium r3   and the group had some choice words to describe its departure ,0,0,1
843,2017-04-28 10:00:03,coindesk.com,lawmakers in the us state of west virginia have completed work on a bill that would make it a felony to use bitcoin for laundering money ,1,1,0
844,2017-04-28 11:00:08,coindesk.com,ethereum featured strongly at a recent microsoft demo day designed to show the diverse ways technology is being used to solve problems ,1,1,0
845,2017-04-28 12:30:41,coindesk.com,what's the potential impact of a recent court decision in florida that centered on definitions for bitcoin and money transmission?,1,1,0
846,2017-04-28 13:35:28,coindesk.com,differences between eea members at a public debate reveal how the group is growing and progressing ,1,1,0
847,2017-04-28 14:26:26,coindesk.com,"indian bitcoin exchange zebpay has had its bank account unfrozen following a state investigation into a bank hack, the startup said today ",1,1,0
848,2017-04-28 15:15:24,coindesk.com,"germany is stepping up its ongoing crackdown on onecoin, a digital currency investment scheme widely believed to be fraudulent ",1,1,0
849,2017-04-28 18:50:24,coindesk.com,a new york based bitcoin trader has plead guilty to unlawful money transmission and making false statements to federal officials ,1,1,0
850,2017-04-28 19:56:00,coindesk.com,the price of bitcoin is once again trading near an all time high ,1,1,0
851,2017-04-28 21:01:52,coindesk.com,a bitcoin advocate and trader in arizona remains in custody after his home was raided last week by federal officials ,1,1,0
852,2017-04-29 12:45:10,coindesk.com,"juan benet, the creator of decentralized data storing protocol ipfs, has big plans for connecting blockchains across the planet, and beyond   ",1,0,1
853,2017-04-29 13:40:12,coindesk.com,"while there are many different methods for evaluating the price of bitcoin, fundamental analysis may be the most valuable ",1,0,1
854,2017-04-30 13:25:16,coindesk.com,blockcypher's ceo speaks out about the dysfunction in bitcoin's community and why she believes new tech could help save it ,1,1,0
855,2017-04-30 13:50:30,coindesk.com,"a plan to use token based crowdfunding to fund a new movie hit regulatory issues, but future efforts could bring a boost to creative projects ",1,1,0
856,2017-05-01 10:00:09,coindesk.com,lockheed martin is now working with virginia based guardtime federal to integrate blockchain into its supply chain risk management ,1,0,0
857,2017-05-01 11:00:02,coindesk.com,"a central bank blockchain consortium? that might be the natural next step given accelerating industry activity, argues coindesk's noelle acheson ",1,0,0
858,2017-05-01 12:00:36,coindesk.com,"as republicans attempt to overhaul the affordable care act, blockchain advocates hope modifications to the law could boost adoption of the tech ",1,0,0
859,2017-05-01 13:00:37,coindesk.com,bitcoin startup 21 inc is opening its '21 lists' paid email product up to the wider public today ,1,0,0
860,2017-05-01 14:00:15,coindesk.com,"starting today, the un will begin distributing funds to thousands of people in jordan via the ethereum blockchain ",1,0,0
861,2017-05-01 14:30:23,coindesk.com,"ether prices have climbed above  80 per token for the first time, setting a new all time high ",1,0,0
862,2017-05-01 16:01:59,coindesk.com,decentralized exchange 0x just raised an unusual round of investment with the goal of being the one exchange that unites them all ,1,0,0
863,2017-05-01 17:10:05,coindesk.com,"the price of bitcoin rose above  1,400 today, setting a new all time high ",1,0,0
864,2017-05-01 18:30:15,coindesk.com,"norway s central bank is in the early stages of researching a digital currency, one of its senior officials said last week ",1,0,0
865,2017-05-01 23:10:37,coindesk.com,"following a controversial distribution, prediction market project gnosis saw its tokens debut on the cryptocurrency markets yesterday ",1,0,0
866,2017-05-02 09:00:04,coindesk.com,"a new test version of the lightning network launched today, marking a step toward a long awaited live debut on a major cryptocurrency ",1,1,1
867,2017-05-02 10:00:22,coindesk.com,the world bank has revealed plans to explore how blockchain could help boost kenya's financial prospects ,1,1,1
868,2017-05-02 11:05:48,coindesk.com,a new patent application from oracle suggests the database software giant is looking to blockchain for improved workflows ,1,1,1
869,2017-05-02 12:15:19,coindesk.com,quebec's financial regulator has joined the r3 blockchain consortium and created a fintech lab to investigate blockchain ,1,1,1
870,2017-05-02 13:09:08,coindesk.com,the price of bitcoin continued its recent meteoric rise on tuesday amid more widespread gains in the cryptocurrency markets ,1,1,1
871,2017-05-02 15:07:50,coindesk.com,dutch power utility tennet is taking part in a pair of blockchain trials over the coming months focused on distributed energy transfer ,1,1,1
872,2017-05-02 17:21:12,coindesk.com,the european union s central bank recent commented on how the economic bloc could move to encourage the spread of new technologies like blockchain ,1,1,1
873,2017-05-02 19:07:23,coindesk.com,indian police are continuing their efforts to recoup funds from promoters of onecoin ,1,1,1
874,2017-05-02 20:20:20,coindesk.com,a secretive startup called nchain is gearing up to launch an alternative implementation of the bitcoin software for use by developers ,1,1,1
875,2017-05-02 22:55:49,coindesk.com,"five things you should know about ether, a cryptocurrency that surged in value during the first quarter of 2017 ",1,1,1
876,2017-05-03 10:00:16,coindesk.com,a un agency is putting together two white papers focused on how blockchain tech can facilitate trade and business processes ,1,1,1
877,2017-05-03 11:00:05,coindesk.com,a blockchain initiative backed by dozens of us credit unions is set to give a live tech demonstration next week ,1,1,1
878,2017-05-03 12:00:12,coindesk.com,"bank of america is creating an ethereum app with help from microsoft, but the partnership is about more than just tech, it's also about adoption ",1,1,1
879,2017-05-03 13:30:12,coindesk.com,"microsoft's blockchain supply chain effort has gained the support of several large retailers, according to the ceo of founding member mojix ",1,1,1
880,2017-05-03 14:46:13,coindesk.com,"a central bank issued cryptocurrency could be dangerous in the hands of a dictator, according to a recent un report ",1,1,1
881,2017-05-03 15:15:50,coindesk.com,"despite a slowdown so far in the month of may, analysts remain bullish that ethereum's ether token will gain meaningful ground this month ",1,1,1
882,2017-05-03 17:01:28,coindesk.com,coinbase announced today that it will offer buying and selling services for the alternative digital currency litecoin ,1,1,1
883,2017-05-03 18:15:11,coindesk.com,the linux foundation backed hyperledger blockchain project got a little bit bigger this week ,1,1,1
884,2017-05-03 20:00:30,coindesk.com,a local bitcoins seller based in missouri has plead guilty to running an unlicensed money transmission business ,1,1,1
885,2017-05-03 22:30:28,coindesk.com,"bitcoin s price is jumping to new highs, according to the coindesk bitcoin price index (bpi) ",1,1,1
886,2017-05-04 10:00:01,coindesk.com,"after a failed initial launch, an effort to create a decentralized domain register on top of the ethereum blockchain is ready for round two ",0,1,0
887,2017-05-04 11:30:01,coindesk.com,"on the two year anniversary of a post that sparked a thousand bitcoin debates, jim harper analyzes the state of developer politics ",0,1,0
888,2017-05-04 12:30:09,coindesk.com,"having finished testing a blockchain prototype focused on international remittances, the commercial bank now says it plans to expand the pilot ",0,1,0
889,2017-05-04 13:12:24,coindesk.com,"bitcoin's price is hitting new highs yet again this week, after passing the  1,500 mark during overnight trading ",0,1,0
890,2017-05-04 13:45:10,coindesk.com,"blockchain content startup yours is working on an alternative version of the lightning network, one that actually works on bitcoin right now ",0,1,0
891,2017-05-04 15:51:21,coindesk.com,blockchain startup symbiont has raised an undisclosed sum from chinese software firm hundsun technologies ,0,1,0
892,2017-05-04 16:40:11,coindesk.com,"australia s government is pushing ahead with plans to solve the ""double taxation"" problem of digital currencies in the country ",0,1,0
893,2017-05-04 19:27:16,coindesk.com,bitcoin isn't the only cryptocurrency on the rise today   across the digital asset economy many tradeable tokens posted outsized gains ,0,1,0
894,2017-05-04 20:25:09,coindesk.com,"new york based digital currency exchange celery has suspended its services, but as thus far declined to comment on the reason why ",0,1,0
895,2017-05-04 21:05:51,coindesk.com,"the bitcoin price dropped  100 today in just one hour of trading, a market moved that put a pause on its upward path to  1,600 ",0,1,0
896,2017-05-05 04:46:31,coindesk.com,"the token that powers the ethereum network hit  100 today, a figure up from less than  10 at the start of 2017 ",1,1,1
897,2017-05-05 10:00:08,coindesk.com,a new project is seeking to combine ethereum's smart contract capabilities with the privacy afforded to the zcash blockchain ,1,1,1
898,2017-05-05 11:30:26,coindesk.com,"in coindesk's ""bitcoin milestones"" series, attorney marco santori recalls the heyday of silk road, its sudden downfall and its legacy for bitcoin ",1,1,1
899,2017-05-05 13:00:03,coindesk.com,ethereum's developers are offering more clarity on how the network is preparing for its biggest change yet ,1,1,1
900,2017-05-05 14:25:09,coindesk.com,"derivatives giant cme has developed a system for delivering digital currencies tied to futures contracts, patent documents reveal ",1,1,1
901,2017-05-05 15:34:17,coindesk.com,a pair of us credit ratings agencies are reportedly taking part in a blockchain identity project with a group of canadian banks ,1,1,1
902,2017-05-05 17:11:21,coindesk.com,"blockchain could change the way accountants generate revenue, according to a report published by the association of chartered certified accountants ",1,1,1
903,2017-05-05 19:51:01,coindesk.com,the asset servicer for cr dit agricole has joined an ongoing blockchain pilot focused on post trade services for small businesses ,1,1,1
904,2017-05-05 20:30:54,coindesk.com,"investor willy woo breaks down bitcoin's recent price action, estimating that the market may not see the pullback of 2013 this time around ",1,1,1
905,2017-05-06 10:50:23,coindesk.com,"as the mimblewimble project moves forward, the team is considering whether to leave the bitcoin blockchain behind in order to advance its ideas ",1,1,0
906,2017-05-06 11:15:56,coindesk.com,"initial coin offerings (icos) bring entrepreneurs access to fast cash for their projects, but some have aired concerns over the risks for investors  ",1,1,0
907,2017-05-07 11:50:41,coindesk.com,a deep dive into problems in the internet identity space and where blockchains could play a role ,1,0,0
908,2017-05-07 13:25:47,coindesk.com,mauritius is luring blockchain innovators with its friendly regulatory environment and connections to countries with large unbanked populations  ,1,0,0
909,2017-05-08 10:00:06,coindesk.com,"medici, the blockchain technology arm of e tailer overstock com, has reported an  8m pre tax loss for the first quarter of 2017 ",1,1,0
